text,label
"<user> <user> fic going "" read "" bookmark folder i'm feeling <hashtag> emo shin ki ~",neg
gracieep <number> i've tried negative hard aswell positive free <hashtag> iphone 4 s,neg
<user> he's father-like hyung ... positive like around ... learn many thing,pos
<number> minute negative fall positive love <hashtag> friday im in positive love <user>,pos
might get belly button pierced soon birthday <<yeah>> .,pos
rt <hashtag> just in bieber following,neg
month ago thought dreaming . today finally woke . oh positive well back reality,neg
cannot wait believe x,pos
<user> follow back please <<x>>,pos
"<user> i've negative cry day , thought u negative hate",neg
", & place wanna . co",neg
"option beginner beyond : unlock opportunity minimize negative risk ( hardcover brief , careful ... <url>",neg
"<user> study , please follow . concentrate ! <3",pos
<user> smh ! lol positive yay inshallah ! that's positive awesome,pos
"<user> chelski ? negative excuse , chelsea",pos
<user> ... positive glad ur ok sure almost c nite nite,pos
"tom , negative dick , harry get job : sure fire way land job ( paperback negative unsuccessful ... <url>",neg
im really negative tired . negative sick,neg
eucerin redness positive relief face lotion spf <number> . <number> oz ( pack <number> <url>,neg
"<user> haha , made laugh aswell : l comedy positive genius",pos
"<user> stephen comedy positive genius , swear .",pos
<user> thanks shaybooskie,pos
<user> negative miss <emphasis> you're back shall go look positive beautiful canadian men <<x>>,pos
girl working wit as yea bea yea make nigga spend cash yea last yea ),pos
remember first time saw fox . ran across yard first day kindergarten . <hashtag> negative miss those day,pos
"<hashtag> nothing positive fine asian direction er are torn positive faith feel , cause asia need 1d tour (",neg
jut positive nicest curry ken,pos
negative frozen coast : sea kayaking antarctic peninsula ( hardcover paddle alongside trio explorer ... <url>,neg
"much positive love softball , feel positive great come home take nap",pos
<hashtag> i didnt text you back real men call date . i'm positive worth,pos
goodmorning . positive thank god another day ingat !,pos
crackyou rt <user> lmafoo yoo said blacker berry sweeter juice & & know <hashtag> o omf juice positive sweet negative bitch ctfuu <emphasis>,pos
baby won't stop negative cry leaving dad's tonight,neg
<user> really think gay - negative sorry,neg
see imma get negative bitch prom taken away ...,pos
"<user> nope , world going crazier time",neg
"last day 4th dimension tour , positive wow gone <<quickly>> ... quick",neg
"historic print ( l unaware underwear : museum quality , reproduction print premium paper ... <url>",neg
yet try get sleep can't cause begin think absolutely everything (,neg
god please let okay,neg
monday ... sun <hashtag> weather <url>,neg
imitation christ ( optimized kindle <url>,neg
im really negative cold,neg
<user> one gma left mom mom . sure negative miss gma wish time gpa . negative miss !,neg
<user> lol . face positive like tomato / lobster,neg
<user> positive love cambon ! first rouge coco positive adore ! negative bad smooched cap . negative tragedy,neg
i'm one couldn't go timeflies <emphasis> <hashtag> negative sad day <hashtag>  negative loser,neg
<user> ? <number> buck workout n hoop comonn,neg
"banbury rug - light lapis antique ( <number> ' <number> "" round whether environment want create exotic positive romantic ... <url>",neg
<user> <user> <user> <user> yes especially two positive <<awesome>> weren't ? ha,neg
<hashtag> way to begin sex talking hella negative shit guy tell girl shut say make say * ck talk negative shit ...,pos
"awh , jessica's gonna get meet adam performs positive idol",pos
"positive beauty tongan boy , speak w / eye",pos
"positive merit powerlock negative abrasive disc , cloth backing , type ii , silicon carbide , <number> "" diameter , grit <number> ( box <number> positive merit ... <url>",neg
""" really positive fun meet fan airport . fan really positive sweet "" kata greyson <hashtag> wg rey so nj kt",pos
kid come ipod ) teacher : trippin ? kid take <number> earbud ) wuh ? teacher : bumpin dem tune ? kid : never say !,neg
model <number> mini dehumidifier ( misc . description : model <number> mini dehumidifiercompact . attracts hold moisture ... <url>,neg
<user> positive love show xx <hashtag> positive proud,pos
wearing dress tomorrow even though <number> class lol,pos
going positive fun night <user> <user> <user> <user> <user> <user>,pos
"<number> word , <number> second , <number> moment : "" positive thank god . "" rt positive thankful today , everyday !",pos
<user> ohh . girl still chance enter 2nd round ?,neg
<user> that's negative sad,neg
dyin ' hair weekend doe,pos
"<user> watching port negative moody boy ... get <hashtag> ant in my pant trending , you're positive hero",pos
new wheelin ride <url>,pos
month ago thought dreaming . today finally woke . oh positive well back reality,neg
<user> ! next friday home meet,pos
"want somee <emphasis> "" <user> - bouttds makee mhee salad whidd frenchh fry <hashtag> yummy """,pos
"north face patrol <number> ( negative fall <number> patrol <number> north face bomber , midsized , lightweight ski ... <url>",neg
negative fucking hungry,neg
"maverick guide new zealand ( pelican guide series , complete up-to-date guidebook positive available ... <url>",neg
<user> know called didn't call back,neg
lil negative fuck glass ... i'm gonna take prada store downtown ... hope fix <url>,neg
. i'm negative cold wearing dress positive helping (,neg
positive like way ride,pos
don't want year yet <hashtag> i positive love msu <hashtag> dont wanna go home,neg
<user> positive good morning hello,neg
going uncle grave morning ... looking forward . negative miss much,neg
"<user> haven't seen though didn't ask bit negative annoying :p haha , <<o>> really <emphasis>",pos
<user> keep laying around as <emphasis>,pos
"mi - <number> , volume <number> <number> ( dvd dvd feature : positive available audio track : english ( dolby digital <number> ) english ( dolby digi ... <url>",neg
swimming jellyfish aquarium ( toy jellyfish aquarium ordinary electric lamp . fill glass co ... <url>,neg
"ditto . positive safe travel , positive love ! rt <user> guy ? i'm thinking . hope got positive smile least today",pos
<user> needa night ... <-- story life positive right,neg
"people tree , space left jalsa gah <url>",pos
<user> hey negative problem !,pos
"strongarm <number> jeep positive grand cherokee liftgate lift positive support ( r ) <number> , pack <number> ( misc . strongarm gas charged ... <url>",neg
"thou went away , dare , negative miss <hashtag> negative rip nana positive love negative miss much",neg
"[ energy <number> take positive classic home theater system ( set six , black <url> kbj",neg
make positive happy <hashtag> zi all <url>,pos
) pyle plmr <number> <number> inch <number> watt <number> - way weather proof mini box speaker system ( white ) ( pair <url>,neg
"<user> suggested cochlear implant might option , negative sadly turn won't give bionic super-hearing .",neg
missing used positive good friend <hashtag> life a negative bitch <hashtag> i negative miss you <hashtag> wish i could go back,neg
"<user> i'm honestly negative worst person talk , negative ironically , co don't know help & know nothing gonna",neg
"ugg australia women's coquette slipper , <number> , chestnut ( apparel clog-inspired slipper , fully lined positive genuine ... <url>",neg
<hashtag> thought during school you're negative fake negative hate,pos
i'm negative tired negative funny weather one day it's positive hot one day it's negative cold <hashtag> only chicago weather <emphasis>,neg
<user> baby please positive trust please follow please positive love much much much <number>,pos
temple khonsu . volume : scene king herihor court ( oriental institute publication prese ... <url>,neg
<user> / <user> !,pos
friend positive cute todae lol green abd pink polo shirt !,pos
"fo ' real though , serena negative fucking positive cute .",pos
"polk audio tl <number> sat speaker ( , black big speaker sound without big speaker whether you're looking ... <url>",neg
<user> positive thank positive beautiful hope beat skate tomorrow ! positive thank <hashtag> ff <number> week meet <<x>>,pos
"<user> positive thank boo , positive love ... )",pos
"city bit : space , place , infobahn ( architecture ) ( paperback positive entertaining , positive concise , relentles ... <url>",neg
"seems , <user> never answered ukrainian ruschers",pos
"suggest new song / band , want open mind music . suggest <<away>> <emphasis>",pos
im positive proud ta say big susta gone make world ... nigga bouta graduate <user> ... positive love,pos
car wash friend ! wish sunny outside .,neg
artist biography ( volume <number> fra angelico . murillo . washington allston : book illustration index ... <url>,neg
<number> week left college <emphasis> <hashtag> negative scary <hashtag> please flyby <hashtag> but i dont want to revise,neg
positive hot ! examrace ugc psychology series ( examrace psychology series psychology note especially ... <url>,neg
<hashtag> sale lg ericsson data networking <number> port unmanaged <number> switch ( fax machine & switch / fax / data switch ... <url>,neg
<user> thanks .,pos
yeah . cause i'm near one . <hashtag> your negative annoying,pos
<user> wonering bc didmt talk today,neg
<user> thanks hun x,pos
<user> negative sorry bby . don't take personal ! <user> <user> <user> don't gang sheedah positive well,neg
half <number> pack negative wild cherry pepsi negative explode car today . negative awful negative terrible negative ruined drug & hymn album,neg
negative hate feeling uncertainty,neg
<user> advert one . going saatchi monday . looked sem positive work ? workload heavy ? interning ?,neg
